ID,Name,Description,Category ID,Category Name,Price,Size,Available,Image URL,Popular,Preparation Time,Category EN,Category AZ,Category RU,Category TR,Category AR,Category HI,Category FR,Category IT,Name EN,Name AZ,Name RU,Name TR,Name AR,Name HI,Name FR,Name IT,Description EN,Description AZ,Description RU,Description TR,Description AR,Description HI,Description FR,Description IT,Created At,Updated At
212,Classic Milkshake,,,BEVERAGES,9.90,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Classic Milkshake,Klassik milkşeyk,Классический милкшейк,Klasik milkshake,ميلك شيك كلاسيك,क्लासिक मिल्कशेक,Milkshake classique,Milkshake classico,,,,,,,,,,
213,Special Milkshake,,,BEVERAGES,12.00,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Special Milkshake,Xüsusi milkşeyk,Особый милкшейк,Özel milkshake,ميلك شيك خاص,स्पेशल मिल्कशेक,Milkshake spécial,Milkshake speciale,,,,,,,,,,
214,Raspberry Vanilla,,,BEVERAGES,8.00,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Raspberry Vanilla,Moruq vanilin,Малина-ваниль,Ahududu vanilyalı,توت العليق بالفانيليا,रास्पबेरी वनीला,Framboise vanille,Lampone vaniglia,,,,,,,,,,
215,Raspberry Vanilla,,,BEVERAGES,19.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Raspberry Vanilla,Moruq vanilin,Малина-ваниль,Ahududu vanilyalı,توت العليق بالفانيليا,रास्पबेरी वनीला,Framboise vanille,Lampone vaniglia,,,,,,,,,,
216,Cassis Orange,,,BEVERAGES,8.00,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Cassis Orange,Qarağat portağal,Смородина-апельсин,Frenk üzümü portakallı,كاسيس برتقال,काली मिर्च नारंगी,Cassis orange,Ribes arancia,,,,,,,,,,
217,Cassis Orange,,,BEVERAGES,19.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Cassis Orange,Qarağat portağal,Смородина-апельсин,Frenk üzümü portakallı,كاسيس برتقال,काली मिर्च नारंगी,Cassis orange,Ribes arancia,,,,,,,,,,
218,Strawberry Bubble Gum,,,BEVERAGES,8.00,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Strawberry Bubble Gum,Çiyələk bubble gum,Клубничная жвачка,Çilekli sakız,فراولة بابل جام,स्ट्रॉबेरी बबल गम,Fraise bubble gum,Fragola bubble gum,,,,,,,,,,
219,Strawberry Bubble Gum,,,BEVERAGES,19.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Strawberry Bubble Gum,Çiyələk bubble gum,Клубничная жвачка,Çilekli sakız,فراولة بابل جام,स्ट्रॉबेरी बबल गम,Fraise bubble gum,Fragola bubble gum,,,,,,,,,,
220,Berry Party,,,BEVERAGES,8.00,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Berry Party,Giləmeyvə partisi,Ягодная вечеринка,Orman meyveli parti,حفلة التوت,बेरी पार्टी,Fête des baies,Festa di bacche,,,,,,,,,,
221,Berry Party,,,BEVERAGES,19.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Berry Party,Giləmeyvə partisi,Ягодная вечеринка,Orman meyveli parti,حفلة التوت,बेरी पार्टी,Fête des baies,Festa di bacche,,,,,,,,,,
222,Tropical Lemonade,,,BEVERAGES,8.00,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Tropical Lemonade,Tropik limonad,Тропический лимонад,Tropikal limonata,ليموناضة استوائية,ट्रॉपिकल लेमोनेड,Limonade tropicale,Limonata tropicale,,,,,,,,,,
223,Tropical Lemonade,,,BEVERAGES,19.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Tropical Lemonade,Tropik limonad,Тропический лимонад,Tropikal limonata,ليموناضة استوائية,ट्रॉपिकल लेमोनेड,Limonade tropicale,Limonata tropicale,,,,,,,,,,
224,Peach Passion,,,BEVERAGES,8.00,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Peach Passion,Şaftalı ehtirasli,Персик-страсть,Şeftali tutku,خوخ باشن,पीच पैशन,Pêche passion,Pesca passione,,,,,,,,,,
225,Peach Passion,,,BEVERAGES,19.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Peach Passion,Şaftalı ehtirasli,Персик-страсть,Şeftali tutku,خوخ باشن,पीच पैशन,Pêche passion,Pesca passione,,,,,,,,,,
226,Pina Colada Lemonade,,,BEVERAGES,8.00,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Pina Colada Lemonade,Pina kolada limonad,Пина колада лимонад,Pina colada limonata,بينا كولادا ليموناضة,पिना कोलाडा लेमोनेड,Limonade piña colada,Limonata piña colada,,,,,,,,,,
227,Pina Colada Lemonade,,,BEVERAGES,19.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Pina Colada Lemonade,Pina kolada limonad,Пина колада лимонад,Pina colada limonata,بينا كولادا ليموناضة,पिना कोलाडा लेमोनेड,Limonade piña colada,Limonata piña colada,,,,,,,,,,
228,Apple Cinnamon Mix,,,BEVERAGES,8.00,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Apple Cinnamon Mix,Alma darçın qarışığı,Яблоко-корица микс,Elma tarçın karışımı,تفاح قرفة ميكس,सेब दालचीनी मिक्स,Mix pomme cannelle,Mix mela cannella,,,,,,,,,,
229,Apple Cinnamon Mix,,,BEVERAGES,19.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Apple Cinnamon Mix,Alma darçın qarışığı,Яблоко-корица микс,Elma tarçın karışımı,تفاح قرفة ميكس,सेब दालचीनी मिक्स,Mix pomme cannelle,Mix mela cannella,,,,,,,,,,
230,Blueberry,,,BEVERAGES,8.00,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Blueberry,Göy giləmeyvə,Черника,Yaban mersini,توت أزرق,ब्लूबेरी,Myrtille,Mirtillo,,,,,,,,,,
231,Blueberry,,,BEVERAGES,19.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Blueberry,Göy giləmeyvə,Черника,Yaban mersini,توت أزرق,ब्लूबेरी,Myrtille,Mirtillo,,,,,,,,,,
232,Watermelon Berry Mix,,,BEVERAGES,8.00,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Watermelon Berry Mix,Qarpız giləmeyvə qarışığı,Арбуз-ягодный микс,Karpuz orman meyveli karışım,بطيخ توت ميكس,तरबूज बेरी मिक्स,Mix pastèque et baies,Mix anguria e bacche,,,,,,,,,,
233,Watermelon Berry Mix,,,BEVERAGES,19.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Watermelon Berry Mix,Qarpız giləmeyvə qarışığı,Арбуз-ягодный микс,Karpuz orman meyveli karışım,بطيخ توت ميكس,तरबूज बेरी मिक्स,Mix pastèque et baies,Mix anguria e bacche,,,,,,,,,,
234,Banana Caramel,,,BEVERAGES,8.00,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Banana Caramel,Banan karamel,Банан-карамель,Muz karamel,موز كراميل,केला कैरमल,Banane caramel,Banana caramello,,,,,,,,,,
235,Banana Caramel,,,BEVERAGES,19.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Banana Caramel,Banan karamel,Банан-карамель,Muz karamel,موز كراميل,केला कैरमल,Banane caramel,Banana caramello,,,,,,,,,,
236,Lemon Lemonade,,,BEVERAGES,8.00,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Lemon Lemonade,Limon limonad,Лимонный лимонад,Limon limonata,ليموناضة الليمون,नींबू लेमोनेड,Limonade au citron,Limonata al limone,,,,,,,,,,
237,Lemon Lemonade,,,BEVERAGES,19.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Lemon Lemonade,Limon limonad,Лимонный лимонад,Limon limonata,ليموناضة الليمون,नींबू लेमोनेड,Limonade au citron,Limonata al limone,,,,,,,,,,
238,Strawberry Blackcurrant,,,BEVERAGES,8.00,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Strawberry Blackcurrant,Çiyələk qarağat,Клубника-смородина,Çilek frenk üzümü,فراولة كشمش أسود,स्ट्रॉबेरी ब्लैककरंट,Fraise cassis,Fragola ribes,,,,,,,,,,
239,Strawberry Blackcurrant,,,BEVERAGES,19.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Strawberry Blackcurrant,Çiyələk qarağat,Клубника-смородина,Çilek frenk üzümü,فراولة كشمش أسود,स्ट्रॉबेरी ब्लैककरंट,Fraise cassis,Fragola ribes,,,,,,,,,,
240,Passion Fruit Citrus,,,BEVERAGES,8.00,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Passion Fruit Citrus,Marakuya sitrus,Маракуйя-цитрус,Çarkıfelek narenciye,باشن فروت حمضيات,पैशन फ्रूट साइट्रस,Fruit de la passion agrumes,Frutto della passione agrumi,,,,,,,,,,
241,Passion Fruit Citrus,,,BEVERAGES,19.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Passion Fruit Citrus,Marakuya sitrus,Маракуйя-цитрус,Çarkıfelek narenciye,باشن فروت حمضيات,पैशन फ्रूट साइट्रस,Fruit de la passion agrumes,Frutto della passione agrumi,,,,,,,,,,
242,Apple Kiwi,,,BEVERAGES,8.00,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Apple Kiwi,Alma kivi,Яблоко-киви,Elma kivi,تفاح كيوي,सेब कीवी,Pomme kiwi,Mela kiwi,,,,,,,,,,
243,Apple Kiwi,,,BEVERAGES,19.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,BEVERAGES,İÇKİLƏR,НАПИТКИ,İÇECEKLER,المشروبات,पेय पदार्थ,BOISSONS,BEVANDE,Apple Kiwi,Alma kivi,Яблоко-киви,Elma kivi,تفاح كيوي,सेब कीवी,Pomme kiwi,Mela kiwi,,,,,,,,,,
244,Energy Mojito,,,ALCOHOLIC BEVERAGES,20.00,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Energy Mojito,Enerji mojito,Энергетический мохито,Enerji mojito,موهيتو الطاقة,एनर्जी मोहितो,Mojito énergétique,Mojito energetico,,,,,,,,,,
245,B-52,,,ALCOHOLIC BEVERAGES,12.00,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,B-52,B-52,Б-52,B-52,بي-52,बी-52,B-52,B-52,,,,,,,,,,
246,Hiroshima,,,ALCOHOLIC BEVERAGES,13.20,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Hiroshima,Hirosima,Хиросима,Hiroşima,هيروشيما,हिरोशिमा,Hiroshima,Hiroshima,,,,,,,,,,
247,Jager Bomb,,,ALCOHOLIC BEVERAGES,16.50,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Jager Bomb,Jager bum,Ягер бомба,Jager bomb,جيغر بوم,जेगर बॉम्ब,Jäger bomb,Jager bomb,,,,,,,,,,
248,Pina Colada,,,ALCOHOLIC BEVERAGES,17.50,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Pina Colada,Pina kolada,Пина колада,Pina colada,بينا كولادا,पिना कोलाडा,Piña colada,Piña colada,,,,,,,,,,
249,Margarita (various flavors),,,ALCOHOLIC BEVERAGES,15.00,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Margarita (various flavors),Marqarita (müxtəlif dadlar),Маргарита (разные вкусы),Margarita (çeşitli),مارغريتا (نكهات مختلفة),मार्गरिटा (विभिन्न स्वाद),Margarita (différentes saveurs),Margarita (vari gusti),,,,,,,,,,
250,F-999,,,ALCOHOLIC BEVERAGES,13.00,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,F-999,F-999,Ф-999,F-999,إف-999,एफ-999,F-999,F-999,,,,,,,,,,
251,Rainbow,,,ALCOHOLIC BEVERAGES,15.00,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Rainbow,Göy qurşağı,Радуга,Gökkuşağı,رينبو,रेनबो,Arc-en-ciel,Arcobaleno,,,,,,,,,,
252,Sex on the Beach,,,ALCOHOLIC BEVERAGES,15.00,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Sex on the Beach,Sex on the beach,Секс на пляже,Sex on the beach,سيكس أون ذا بيتش,सेक्स ऑन द बीच,Sex on the beach,Sex on the beach,,,,,,,,,,
253,Cosmopolitan,,,ALCOHOLIC BEVERAGES,15.00,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Cosmopolitan,Kosmopolitan,Космополитен,Cosmopolitan,كوزموبوليتان,कॉस्मोपॉलिटन,Cosmopolitan,Cosmopolitan,,,,,,,,,,
254,Bloody Mary,,,ALCOHOLIC BEVERAGES,11.00,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Bloody Mary,Qanlı meri,Кровавая Мэри,Bloody Mary,بلودي ماري,ब्लडी मैरी,Bloody Mary,Bloody Mary,,,,,,,,,,
255,Espresso Martini,,,ALCOHOLIC BEVERAGES,14.00,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Espresso Martini,Espresso martini,Эспрессо мартини,Espresso martini,إسبريسو مارتيني,एस्प्रेसो मार्टिनी,Espresso martini,Espresso martini,,,,,,,,,,
256,Tropical Gin,,,ALCOHOLIC BEVERAGES,16.00,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Tropical Gin,Tropik cin,Тропический джин,Tropikal cin,جين استوائي,ट्रॉपिकल जिन,Gin tropical,Gin tropicale,,,,,,,,,,
257,Mojito (various flavors),,,ALCOHOLIC BEVERAGES,18.00,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Mojito (various flavors),Mojito (müxtəlif dadlar),Мохито (разные вкусы),Mojito (çeşitli),موهيتو (نكهات مختلفة),मोहितो (विभिन्न स्वाद),Mojito (différentes saveurs),Mojito (vari gusti),,,,,,,,,,
258,Barmen Special,,,ALCOHOLIC BEVERAGES,18.00,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Barmen Special,Barmen xüsusi,Бармен спешл,Barmen özel,بارمن سبيشال,बारमैन स्पेशल,Spécial barman,Speciale barman,,,,,,,,,,
259,Chef Special,,,ALCOHOLIC BEVERAGES,18.00,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Chef Special,Şef xüsusi,Шеф спешл,Şef özel,شيف سبيشال,शेफ स्पेशल,Spécial chef,Speciale chef,,,,,,,,,,
